image_id,domain,split,image_path
2011-05-31 16_02_49,A (Summer),train,trainA/2011-05-31 16_02_49.jpg
2011-05-31 22_24_37,A (Summer),train,trainA/2011-05-31 22_24_37.jpg
2011-06-01 14_19_15,A (Summer),train,trainA/2011-06-01 14_19_15.jpg
2011-06-02 09_57_25,A (Summer),train,trainA/2011-06-02 09_57_25.jpg
2011-06-02 19_54_59,A (Summer),train,trainA/2011-06-02 19_54_59.jpg
2011-06-03 03_36_41,B (Winter),test,testB/2011-06-03 03_36_41.jpg
2011-06-03 15_23_45,A (Summer),train,trainA/2011-06-03 15_23_45.jpg
2011-06-03 15_29_50,B (Winter),test,testB/2011-06-03 15_29_50.jpg
2011-06-03 21_27_20,B (Winter),test,testB/2011-06-03 21_27_20.jpg
2011-06-04 19_38_11,B (Winter),test,testB/2011-06-04 19_38_11.jpg
2011-06-06 06_40_13,A (Summer),train,trainA/2011-06-06 06_40_13.jpg
2011-06-06 15_15_24,A (Summer),train,trainA/2011-06-06 15_15_24.jpg
2011-06-06 21_06_06,A (Summer),train,trainA/2011-06-06 21_06_06.jpg
2011-06-07 13_42_28,A (Summer),train,trainA/2011-06-07 13_42_28.jpg
2011-06-09 09_29_25,A (Summer),train,trainA/2011-06-09 09_29_25.jpg
2011-06-09 12_02_20,B (Winter),test,testB/2011-06-09 12_02_20.jpg
2011-06-10 01_19_14,A (Summer),train,trainA/2011-06-10 01_19_14.jpg
2011-06-10 11_07_35,A (Summer),train,trainA/2011-06-10 11_07_35.jpg
2011-06-10 18_57_09,A (Summer),train,trainA/2011-06-10 18_57_09.jpg
2011-06-11 09_17_48,A (Summer),train,trainA/2011-06-11 09_17_48.jpg
2011-06-11 12_24_25,A (Summer),train,trainA/2011-06-11 12_24_25.jpg
2011-06-11 14_19_42,A (Summer),train,trainA/2011-06-11 14_19_42.jpg
2011-06-11 14_48_42,A (Summer),train,trainA/2011-06-11 14_48_42.jpg
2011-06-12 13_08_47,A (Summer),train,trainA/2011-06-12 13_08_47.jpg
2011-06-13 11_13_26,A (Summer),train,trainA/2011-06-13 11_13_26.jpg
2011-06-13 11_54_12,A (Summer),train,trainA/2011-06-13 11_54_12.jpg
2011-06-13 18_41_03,A (Summer),train,trainA/2011-06-13 18_41_03.jpg
2011-06-14 06_30_17,A (Summer),train,trainA/2011-06-14 06_30_17.jpg
2011-06-14 11_10_27,A (Summer),train,trainA/2011-06-14 11_10_27.jpg
2011-06-14 13_33_53,A (Summer),train,trainA/2011-06-14 13_33_53.jpg
2011-06-14 14_27_43,A (Summer),train,trainA/2011-06-14 14_27_43.jpg
2011-06-14 23_07_23,A (Summer),train,trainA/2011-06-14 23_07_23.jpg
2011-06-14 23_29_30,B (Winter),test,testB/2011-06-14 23_29_30.jpg
2011-06-15 21_18_44,A (Summer),train,trainA/2011-06-15 21_18_44.jpg
2011-06-15 21_28_02,A (Summer),train,trainA/2011-06-15 21_28_02.jpg
2011-06-15 22_42_27,A (Summer),train,trainA/2011-06-15 22_42_27.jpg
2011-06-16 01_14_07,A (Summer),train,trainA/2011-06-16 01_14_07.jpg
2011-06-16 10_36_17,A (Summer),train,trainA/2011-06-16 10_36_17.jpg
2011-06-16 13_40_07,A (Summer),train,trainA/2011-06-16 13_40_07.jpg
2011-06-16 17_40_39,A (Summer),train,trainA/2011-06-16 17_40_39.jpg
2011-06-17 06_31_03,A (Summer),train,trainA/2011-06-17 06_31_03.jpg
2011-06-18 10_53_48,A (Summer),train,trainA/2011-06-18 10_53_48.jpg
2011-06-18 11_25_48,A (Summer),train,trainA/2011-06-18 11_25_48.jpg
2011-06-18 14_29_28,A (Summer),train,trainA/2011-06-18 14_29_28.jpg
2011-06-18 19_29_15,A (Summer),train,trainA/2011-06-18 19_29_15.jpg
2011-06-18 20_34_43,A (Summer),train,trainA/2011-06-18 20_34_43.jpg
2011-06-19 00_47_35,A (Summer),train,trainA/2011-06-19 00_47_35.jpg
2011-06-20 08_47_21,B (Winter),test,testB/2011-06-20 08_47_21.jpg
2011-06-20 10_26_43,A (Summer),train,trainA/2011-06-20 10_26_43.jpg
2011-06-22 13_17_18,A (Summer),train,trainA/2011-06-22 13_17_18.jpg
2011-06-22 13_46_17,A (Summer),train,trainA/2011-06-22 13_46_17.jpg
2011-06-23 17_51_49,A (Summer),train,trainA/2011-06-23 17_51_49.jpg
2011-06-24 02_36_16,A (Summer),train,trainA/2011-06-24 02_36_16.jpg
2011-06-24 20_56_22,A (Summer),train,trainA/2011-06-24 20_56_22.jpg
2011-06-25 11_10_49,A (Summer),train,trainA/2011-06-25 11_10_49.jpg
2011-06-25 18_53_13,A (Summer),train,trainA/2011-06-25 18_53_13.jpg
2011-06-26 17_58_48,A (Summer),train,trainA/2011-06-26 17_58_48.jpg
2011-06-26 18_41_14,A (Summer),train,trainA/2011-06-26 18_41_14.jpg
2011-06-26 19_33_40,B (Winter),test,testB/2011-06-26 19_33_40.jpg
2011-06-26 21_13_18,A (Summer),train,trainA/2011-06-26 21_13_18.jpg
2011-06-26 21_13_18,A (Summer),train,trainA/2011-06-26 21_13_18.jpg
2011-06-27 01_06_52,A (Summer),train,trainA/2011-06-27 01_06_52.jpg
2011-06-27 10_27_55,A (Summer),train,trainA/2011-06-27 10_27_55.jpg
2011-06-27 10_49_57,A (Summer),train,trainA/2011-06-27 10_49_57.jpg
2011-06-27 10_59_38,A (Summer),train,trainA/2011-06-27 10_59_38.jpg
2011-06-27 20_24_39,A (Summer),train,trainA/2011-06-27 20_24_39.jpg
2011-06-27 23_17_41,B (Winter),test,testB/2011-06-27 23_17_41.jpg
2011-06-28 08_45_48,A (Summer),train,trainA/2011-06-28 08_45_48.jpg
2011-06-28 14_13_16,A (Summer),train,trainA/2011-06-28 14_13_16.jpg
2011-06-28 20_00_43,A (Summer),train,trainA/2011-06-28 20_00_43.jpg
2011-06-28 23_15_39,A (Summer),train,trainA/2011-06-28 23_15_39.jpg
2011-06-29 08_11_24,A (Summer),train,trainA/2011-06-29 08_11_24.jpg
2011-06-29 20_57_51,B (Winter),test,testB/2011-06-29 20_57_51.jpg
2011-06-30 16_41_08,A (Summer),train,trainA/2011-06-30 16_41_08.jpg
2011-06-30 18_09_33,A (Summer),train,trainA/2011-06-30 18_09_33.jpg
2011-07-01 00_00_00,B (Winter),test,testB/2011-07-01 00_00_00.jpg
2011-07-01 15_09_16,A (Summer),train,trainA/2011-07-01 15_09_16.jpg
2011-07-01 15_59_44,A (Summer),train,trainA/2011-07-01 15_59_44.jpg
2011-07-01 16_47_13,A (Summer),train,trainA/2011-07-01 16_47_13.jpg
2011-07-01 23_15_23,A (Summer),train,trainA/2011-07-01 23_15_23.jpg
2011-07-02 02_15_07,A (Summer),train,trainA/2011-07-02 02_15_07.jpg
2011-07-02 10_57_31,B (Winter),test,testB/2011-07-02 10_57_31.jpg
2011-07-03 00_29_45,A (Summer),train,trainA/2011-07-03 00_29_45.jpg
2011-07-03 04_09_18,A (Summer),train,trainA/2011-07-03 04_09_18.jpg
2011-07-03 07_34_06,A (Summer),train,trainA/2011-07-03 07_34_06.jpg
2011-07-03 11_01_20,B (Winter),test,testB/2011-07-03 11_01_20.jpg
2011-07-03 12_04_58,A (Summer),train,trainA/2011-07-03 12_04_58.jpg
2011-07-03 16_57_09,A (Summer),train,trainA/2011-07-03 16_57_09.jpg
2011-07-03 17_23_51,B (Winter),test,testB/2011-07-03 17_23_51.jpg
2011-07-03 18_08_02,A (Summer),train,trainA/2011-07-03 18_08_02.jpg
2011-07-03 19_56_13,A (Summer),train,trainA/2011-07-03 19_56_13.jpg
2011-07-03 20_55_29,A (Summer),train,trainA/2011-07-03 20_55_29.jpg
2011-07-03 23_18_02,A (Summer),train,trainA/2011-07-03 23_18_02.jpg
2011-07-04 13_56_35,A (Summer),train,trainA/2011-07-04 13_56_35.jpg
2011-07-04 15_59_58,A (Summer),train,trainA/2011-07-04 15_59_58.jpg
2011-07-04 17_20_09,A (Summer),train,trainA/2011-07-04 17_20_09.jpg
2011-07-04 19_09_37,A (Summer),train,trainA/2011-07-04 19_09_37.jpg
2011-07-04 21_29_52,A (Summer),train,trainA/2011-07-04 21_29_52.jpg
2011-07-05 01_15_27,A (Summer),train,trainA/2011-07-05 01_15_27.jpg
2011-07-05 03_50_13,A (Summer),train,trainA/2011-07-05 03_50_13.jpg
2011-07-05 10_40_51,B (Winter),test,testB/2011-07-05 10_40_51.jpg
2011-07-05 11_52_10,B (Winter),test,testB/2011-07-05 11_52_10.jpg
2011-07-05 15_38_57,A (Summer),train,trainA/2011-07-05 15_38_57.jpg
2011-07-06 14_48_30,B (Winter),test,testB/2011-07-06 14_48_30.jpg
2011-07-06 16_55_20,B (Winter),test,testB/2011-07-06 16_55_20.jpg
2011-07-07 13_24_22,A (Summer),train,trainA/2011-07-07 13_24_22.jpg
2011-07-07 15_37_22,A (Summer),train,trainA/2011-07-07 15_37_22.jpg
2011-07-07 15_53_38,A (Summer),train,trainA/2011-07-07 15_53_38.jpg
2011-07-07 16_31_45,A (Summer),train,trainA/2011-07-07 16_31_45.jpg
2011-07-08 01_32_16,A (Summer),train,trainA/2011-07-08 01_32_16.jpg
2011-07-08 11_22_29,A (Summer),train,trainA/2011-07-08 11_22_29.jpg
2011-07-08 15_49_30,B (Winter),test,testB/2011-07-08 15_49_30.jpg
2011-07-09 03_32_34,A (Summer),train,trainA/2011-07-09 03_32_34.jpg
2011-07-09 06_38_02,A (Summer),train,trainA/2011-07-09 06_38_02.jpg
2011-07-09 06_38_02,A (Summer),train,trainA/2011-07-09 06_38_02.jpg
2011-07-09 14_38_02,A (Summer),train,trainA/2011-07-09 14_38_02.jpg
2011-07-09 20_52_39,A (Summer),train,trainA/2011-07-09 20_52_39.jpg
2011-07-10 15_39_59,A (Summer),train,trainA/2011-07-10 15_39_59.jpg
2011-07-10 17_15_13,A (Summer),train,trainA/2011-07-10 17_15_13.jpg
2011-07-10 23_16_20,B (Winter),test,testB/2011-07-10 23_16_20.jpg
2011-07-11 23_18_31,B (Winter),test,testB/2011-07-11 23_18_31.jpg
2011-07-12 06_45_49,A (Summer),train,trainA/2011-07-12 06_45_49.jpg
2011-07-12 09_31_30,B (Winter),test,testB/2011-07-12 09_31_30.jpg
2011-07-12 17_33_01,B (Winter),test,testB/2011-07-12 17_33_01.jpg
2011-07-12 19_20_05,A (Summer),train,trainA/2011-07-12 19_20_05.jpg
2011-07-14 19_10_09,A (Summer),train,trainA/2011-07-14 19_10_09.jpg
2011-07-15 04_15_53,A (Summer),train,trainA/2011-07-15 04_15_53.jpg
2011-07-15 04_39_13,A (Summer),train,trainA/2011-07-15 04_39_13.jpg
2011-07-15 15_00_00,B (Winter),test,testB/2011-07-15 15_00_00.jpg
2011-07-17 07_47_59,A (Summer),train,trainA/2011-07-17 07_47_59.jpg
2011-07-17 07_47_59,A (Summer),train,trainA/2011-07-17 07_47_59.jpg
2011-07-17 15_10_03,A (Summer),train,trainA/2011-07-17 15_10_03.jpg
2011-07-18 00_18_16,A (Summer),train,trainA/2011-07-18 00_18_16.jpg
2011-07-19 12_22_28,A (Summer),train,trainA/2011-07-19 12_22_28.jpg
2011-07-20 00_33_52,A (Summer),train,trainA/2011-07-20 00_33_52.jpg
2011-07-22 10_45_52,A (Summer),train,trainA/2011-07-22 10_45_52.jpg
2011-07-22 12_12_58,A (Summer),train,trainA/2011-07-22 12_12_58.jpg
2011-07-22 18_53_10,B (Winter),test,testB/2011-07-22 18_53_10.jpg
2011-07-23 00_00_05,A (Summer),train,trainA/2011-07-23 00_00_05.jpg
2011-07-23 20_26_12,A (Summer),train,trainA/2011-07-23 20_26_12.jpg
2011-07-24 08_33_09,A (Summer),train,trainA/2011-07-24 08_33_09.jpg
2011-07-24 12_51_28,A (Summer),train,trainA/2011-07-24 12_51_28.jpg
2011-07-25 14_43_07,A (Summer),train,trainA/2011-07-25 14_43_07.jpg
2011-07-25 15_53_52,A (Summer),train,trainA/2011-07-25 15_53_52.jpg
2011-07-27 16_46_06,A (Summer),train,trainA/2011-07-27 16_46_06.jpg
2011-07-30 11_04_45,A (Summer),train,trainA/2011-07-30 11_04_45.jpg
2011-07-31 17_56_16,A (Summer),train,trainA/2011-07-31 17_56_16.jpg
2011-07-31 18_05_16,A (Summer),train,trainA/2011-07-31 18_05_16.jpg
2011-08-01 00_32_10,B (Winter),test,testB/2011-08-01 00_32_10.jpg
2011-08-01 21_10_35,A (Summer),train,trainA/2011-08-01 21_10_35.jpg
2011-08-02 00_14_07,A (Summer),train,trainA/2011-08-02 00_14_07.jpg
2011-08-02 17_55_36,A (Summer),train,trainA/2011-08-02 17_55_36.jpg
2011-08-02 19_37_49,A (Summer),train,trainA/2011-08-02 19_37_49.jpg
2011-08-04 17_22_40,B (Winter),test,testB/2011-08-04 17_22_40.jpg
2011-08-04 21_26_23,A (Summer),train,trainA/2011-08-04 21_26_23.jpg
2011-08-06 14_26_36,A (Summer),train,trainA/2011-08-06 14_26_36.jpg
2011-08-06 22_38_35,A (Summer),train,trainA/2011-08-06 22_38_35.jpg
2011-08-07 06_26_21,B (Winter),test,testB/2011-08-07 06_26_21.jpg
2011-08-07 13_23_19,A (Summer),train,trainA/2011-08-07 13_23_19.jpg
2011-08-08 02_13_44,A (Summer),train,trainA/2011-08-08 02_13_44.jpg
2011-08-08 06_19_46,A (Summer),train,trainA/2011-08-08 06_19_46.jpg
2011-08-08 18_20_58,A (Summer),train,trainA/2011-08-08 18_20_58.jpg
2011-08-09 03_51_17,A (Summer),train,trainA/2011-08-09 03_51_17.jpg
2011-08-11 15_32_10,B (Winter),test,testB/2011-08-11 15_32_10.jpg
2011-08-11 16_16_41,B (Winter),test,testB/2011-08-11 16_16_41.jpg
2011-08-12 06_11_52,A (Summer),train,trainA/2011-08-12 06_11_52.jpg
2011-08-12 10_38_42,A (Summer),train,trainA/2011-08-12 10_38_42.jpg
2011-08-12 15_25_57,A (Summer),train,trainA/2011-08-12 15_25_57.jpg
2011-08-12 18_57_04,A (Summer),train,trainA/2011-08-12 18_57_04.jpg
2011-08-12 22_20_33,A (Summer),train,trainA/2011-08-12 22_20_33.jpg
2011-08-13 11_40_06,A (Summer),train,trainA/2011-08-13 11_40_06.jpg
2011-08-13 16_50_20,B (Winter),test,testB/2011-08-13 16_50_20.jpg
2011-08-14 01_24_02,A (Summer),train,trainA/2011-08-14 01_24_02.jpg
2011-08-14 05_50_05,A (Summer),train,trainA/2011-08-14 05_50_05.jpg
2011-08-14 18_01_53,A (Summer),train,trainA/2011-08-14 18_01_53.jpg
2011-08-14 22_32_41,B (Winter),test,testB/2011-08-14 22_32_41.jpg
2011-08-15 15_45_39,A (Summer),train,trainA/2011-08-15 15_45_39.jpg
2011-08-16 01_51_21,B (Winter),test,testB/2011-08-16 01_51_21.jpg
2011-08-16 09_43_51,B (Winter),test,testB/2011-08-16 09_43_51.jpg
2011-08-17 10_39_42,A (Summer),train,trainA/2011-08-17 10_39_42.jpg
2011-08-17 13_02_13,A (Summer),train,trainA/2011-08-17 13_02_13.jpg
2011-08-17 22_49_50,B (Winter),test,testB/2011-08-17 22_49_50.jpg
2011-08-18 15_47_08,A (Summer),train,trainA/2011-08-18 15_47_08.jpg
2011-08-18 18_37_21,B (Winter),test,testB/2011-08-18 18_37_21.jpg
2011-08-18 21_52_09,A (Summer),train,trainA/2011-08-18 21_52_09.jpg
2011-08-18 23_29_51,B (Winter),test,testB/2011-08-18 23_29_51.jpg
2011-08-19 00_21_40,B (Winter),test,testB/2011-08-19 00_21_40.jpg
2011-08-19 05_51_16,A (Summer),train,trainA/2011-08-19 05_51_16.jpg
2011-08-19 10_33_38,A (Summer),train,trainA/2011-08-19 10_33_38.jpg
2011-08-19 11_40_32,A (Summer),train,trainA/2011-08-19 11_40_32.jpg
2011-08-20 13_09_55,A (Summer),train,trainA/2011-08-20 13_09_55.jpg
2011-08-20 16_07_10,B (Winter),test,testB/2011-08-20 16_07_10.jpg
2011-08-21 16_52_50,B (Winter),test,testB/2011-08-21 16_52_50.jpg
2011-08-22 08_32_37,A (Summer),train,trainA/2011-08-22 08_32_37.jpg
2011-08-22 17_53_16,A (Summer),train,trainA/2011-08-22 17_53_16.jpg
2011-08-23 04_48_29,A (Summer),train,trainA/2011-08-23 04_48_29.jpg
2011-08-23 16_04_06,A (Summer),train,trainA/2011-08-23 16_04_06.jpg
2011-08-23 23_05_24,A (Summer),train,trainA/2011-08-23 23_05_24.jpg
2011-08-24 13_17_22,A (Summer),train,trainA/2011-08-24 13_17_22.jpg
2011-08-24 19_39_10,B (Winter),test,testB/2011-08-24 19_39_10.jpg
2011-08-26 18_11_04,A (Summer),train,trainA/2011-08-26 18_11_04.jpg
2011-08-26 19_24_37,A (Summer),train,trainA/2011-08-26 19_24_37.jpg
2011-08-27 07_14_02,A (Summer),train,trainA/2011-08-27 07_14_02.jpg
2011-08-27 17_42_43,A (Summer),train,trainA/2011-08-27 17_42_43.jpg
2011-08-27 18_59_05,A (Summer),train,trainA/2011-08-27 18_59_05.jpg
2011-08-27 21_06_37,A (Summer),train,trainA/2011-08-27 21_06_37.jpg
2011-08-27 22_08_52,A (Summer),train,trainA/2011-08-27 22_08_52.jpg
2011-08-28 05_55_38,A (Summer),train,trainA/2011-08-28 05_55_38.jpg
2011-08-28 06_44_10,B (Winter),test,testB/2011-08-28 06_44_10.jpg
2011-08-28 07_56_24,A (Summer),train,trainA/2011-08-28 07_56_24.jpg
2011-08-28 11_39_23,A (Summer),train,trainA/2011-08-28 11_39_23.jpg
2011-08-28 21_27_59,A (Summer),train,trainA/2011-08-28 21_27_59.jpg
2011-08-29 17_50_50,B (Winter),test,testB/2011-08-29 17_50_50.jpg
2011-08-30 20_24_08,A (Summer),train,trainA/2011-08-30 20_24_08.jpg
2011-08-30 23_13_10,B (Winter),test,testB/2011-08-30 23_13_10.jpg
2011-08-31 06_52_34,A (Summer),train,trainA/2011-08-31 06_52_34.jpg
2011-09-01 13_44_45,A (Summer),train,trainA/2011-09-01 13_44_45.jpg
2011-09-02 12_31_40,B (Winter),test,testB/2011-09-02 12_31_40.jpg
2011-09-02 23_01_11,B (Winter),test,testB/2011-09-02 23_01_11.jpg
2011-09-03 13_43_32,A (Summer),train,trainA/2011-09-03 13_43_32.jpg
2011-09-03 16_40_04,A (Summer),train,trainA/2011-09-03 16_40_04.jpg
2011-09-04 05_55_21,B (Winter),test,testB/2011-09-04 05_55_21.jpg
2011-09-04 15_51_51,B (Winter),test,testB/2011-09-04 15_51_51.jpg
2011-09-05 03_02_57,A (Summer),train,trainA/2011-09-05 03_02_57.jpg
2011-09-06 00_44_43,A (Summer),train,trainA/2011-09-06 00_44_43.jpg
2011-09-07 09_07_45,A (Summer),train,trainA/2011-09-07 09_07_45.jpg
2011-09-07 12_29_45,A (Summer),train,trainA/2011-09-07 12_29_45.jpg
2011-09-07 16_54_42,A (Summer),train,trainA/2011-09-07 16_54_42.jpg
2011-09-08 02_30_23,A (Summer),train,trainA/2011-09-08 02_30_23.jpg
2011-09-08 10_57_37,A (Summer),train,trainA/2011-09-08 10_57_37.jpg
2011-09-08 18_41_19,A (Summer),train,trainA/2011-09-08 18_41_19.jpg
2011-09-09 10_40_40,B (Winter),test,testB/2011-09-09 10_40_40.jpg
2011-09-09 16_47_42,A (Summer),train,trainA/2011-09-09 16_47_42.jpg
2011-09-10 08_31_54,A (Summer),train,trainA/2011-09-10 08_31_54.jpg
2011-09-10 19_18_10,B (Winter),test,testB/2011-09-10 19_18_10.jpg
2011-09-11 00_22_50,B (Winter),test,testB/2011-09-11 00_22_50.jpg
2011-09-11 12_13_34,A (Summer),train,trainA/2011-09-11 12_13_34.jpg
2011-09-11 12_38_47,A (Summer),train,trainA/2011-09-11 12_38_47.jpg
2011-09-12 15_24_14,A (Summer),train,trainA/2011-09-12 15_24_14.jpg
2011-09-12 19_17_33,A (Summer),train,trainA/2011-09-12 19_17_33.jpg
2011-09-13 06_57_02,A (Summer),train,trainA/2011-09-13 06_57_02.jpg
2011-09-13 09_54_51,B (Winter),test,testB/2011-09-13 09_54_51.jpg
2011-09-13 14_15_54,A (Summer),train,trainA/2011-09-13 14_15_54.jpg
2011-09-13 23_03_31,B (Winter),test,testB/2011-09-13 23_03_31.jpg
2011-09-14 22_23_18,A (Summer),train,trainA/2011-09-14 22_23_18.jpg
2011-09-14 22_27_01,B (Winter),test,testB/2011-09-14 22_27_01.jpg
2011-09-14 23_32_35,A (Summer),train,trainA/2011-09-14 23_32_35.jpg
2011-09-15 06_35_17,A (Summer),train,trainA/2011-09-15 06_35_17.jpg
2011-09-22 20_18_38,A (Summer),train,trainA/2011-09-22 20_18_38.jpg
2011-09-23 19_18_00,B (Winter),test,testB/2011-09-23 19_18_00.jpg
2011-09-23 22_24_49,A (Summer),train,trainA/2011-09-23 22_24_49.jpg
2011-10-02 11_45_45,A (Summer),train,trainA/2011-10-02 11_45_45.jpg
2011-10-10 17_35_05,A (Summer),train,trainA/2011-10-10 17_35_05.jpg
2011-10-10 21_54_58,A (Summer),train,trainA/2011-10-10 21_54_58.jpg
2011-10-12 01_13_31,B (Winter),test,testB/2011-10-12 01_13_31.jpg
2011-10-24 08_51_25,A (Summer),train,trainA/2011-10-24 08_51_25.jpg
2011-10-25 18_23_22,A (Summer),train,trainA/2011-10-25 18_23_22.jpg
2011-10-30 04_37_49,A (Summer),train,trainA/2011-10-30 04_37_49.jpg
2011-10-31 11_56_00,B (Winter),test,testB/2011-10-31 11_56_00.jpg
2011-11-03 15_48_37,A (Summer),train,trainA/2011-11-03 15_48_37.jpg
2011-11-17 12_11_35,A (Summer),train,trainA/2011-11-17 12_11_35.jpg
2011-11-20 01_25_28,A (Summer),train,trainA/2011-11-20 01_25_28.jpg
2011-11-22 08_55_47,A (Summer),train,trainA/2011-11-22 08_55_47.jpg
2011-11-24 08_43_51,B (Winter),test,testB/2011-11-24 08_43_51.jpg
2011-11-24 13_39_56,A (Summer),train,trainA/2011-11-24 13_39_56.jpg
2011-11-28 18_28_49,A (Summer),train,trainA/2011-11-28 18_28_49.jpg
2011-11-28 18_28_49,A (Summer),train,trainA/2011-11-28 18_28_49.jpg
2011-11-30 13_16_47,A (Summer),train,trainA/2011-11-30 13_16_47.jpg
2011-12-03 11_17_01,B (Winter),test,testB/2011-12-03 11_17_01.jpg
2011-12-07 15_50_49,A (Summer),train,trainA/2011-12-07 15_50_49.jpg
2011-12-12 08_56_18,A (Summer),train,trainA/2011-12-12 08_56_18.jpg
2011-12-14 12_29_11,B (Winter),test,testB/2011-12-14 12_29_11.jpg
2011-12-16 01_36_17,A (Summer),train,trainA/2011-12-16 01_36_17.jpg
2011-12-16 04_48_47,A (Summer),train,trainA/2011-12-16 04_48_47.jpg
2011-12-18 14_00_58,A (Summer),train,trainA/2011-12-18 14_00_58.jpg
2011-12-28 14_51_14,A (Summer),train,trainA/2011-12-28 14_51_14.jpg
2011-12-29 09_02_31,B (Winter),test,testB/2011-12-29 09_02_31.jpg
2011-12-29 13_30_12,A (Summer),train,trainA/2011-12-29 13_30_12.jpg
2011-12-30 16_28_32,A (Summer),train,trainA/2011-12-30 16_28_32.jpg
2011-12-31 08_56_41,B (Winter),test,testB/2011-12-31 08_56_41.jpg
2011-12-31 10_59_49,A (Summer),train,trainA/2011-12-31 10_59_49.jpg
2011-12-31 17_02_24,A (Summer),train,trainA/2011-12-31 17_02_24.jpg
2011-12-31 17_23_30,B (Winter),test,testB/2011-12-31 17_23_30.jpg
2011-12-31 18_00_22,A (Summer),train,trainA/2011-12-31 18_00_22.jpg
2012-01-01 00_00_00,B (Winter),test,testB/2012-01-01 00_00_00.jpg
2012-01-01 00_00_17,A (Summer),train,trainA/2012-01-01 00_00_17.jpg
2012-01-01 00_07_11,B (Winter),test,testB/2012-01-01 00_07_11.jpg
2012-01-02 16_51_43,A (Summer),train,trainA/2012-01-02 16_51_43.jpg
2012-01-02 17_03_14,A (Summer),train,trainA/2012-01-02 17_03_14.jpg
2012-01-02 20_24_05,A (Summer),train,trainA/2012-01-02 20_24_05.jpg
2012-01-03 22_37_41,B (Winter),test,testB/2012-01-03 22_37_41.jpg
2012-01-04 21_02_16,A (Summer),train,trainA/2012-01-04 21_02_16.jpg
2012-01-05 18_58_09,A (Summer),train,trainA/2012-01-05 18_58_09.jpg
2012-01-06 15_37_42,A (Summer),train,trainA/2012-01-06 15_37_42.jpg
2012-01-06 16_13_52,A (Summer),train,trainA/2012-01-06 16_13_52.jpg
2012-01-07 11_08_11,B (Winter),test,testB/2012-01-07 11_08_11.jpg
2012-01-07 16_08_56,A (Summer),train,trainA/2012-01-07 16_08_56.jpg
2012-01-08 02_31_07,A (Summer),train,trainA/2012-01-08 02_31_07.jpg
2012-01-08 12_38_12,A (Summer),train,trainA/2012-01-08 12_38_12.jpg
2012-01-08 18_06_56,A (Summer),train,trainA/2012-01-08 18_06_56.jpg
2012-01-12 21_42_13,A (Summer),train,trainA/2012-01-12 21_42_13.jpg
2012-01-13 02_53_26,A (Summer),train,trainA/2012-01-13 02_53_26.jpg
2012-01-13 13_12_56,A (Summer),train,trainA/2012-01-13 13_12_56.jpg
2012-01-14 06_17_43,A (Summer),train,trainA/2012-01-14 06_17_43.jpg
2012-01-14 19_54_26,A (Summer),train,trainA/2012-01-14 19_54_26.jpg
2012-01-15 00_28_33,A (Summer),train,trainA/2012-01-15 00_28_33.jpg
2012-01-15 10_31_36,A (Summer),train,trainA/2012-01-15 10_31_36.jpg
2012-01-15 17_05_56,A (Summer),train,trainA/2012-01-15 17_05_56.jpg
2012-01-15 17_12_50,B (Winter),test,testB/2012-01-15 17_12_50.jpg
2012-01-15 17_37_25,A (Summer),train,trainA/2012-01-15 17_37_25.jpg
2012-01-16 09_37_14,A (Summer),train,trainA/2012-01-16 09_37_14.jpg
2012-01-16 16_52_39,A (Summer),train,trainA/2012-01-16 16_52_39.jpg
2012-01-16 16_54_23,A (Summer),train,trainA/2012-01-16 16_54_23.jpg
2012-01-17 11_07_15,A (Summer),train,trainA/2012-01-17 11_07_15.jpg
2012-01-18 01_24_13,A (Summer),train,trainA/2012-01-18 01_24_13.jpg
2012-01-18 20_28_00,B (Winter),test,testB/2012-01-18 20_28_00.jpg
2012-01-19 14_13_46,A (Summer),train,trainA/2012-01-19 14_13_46.jpg
2012-01-19 22_05_58,A (Summer),train,trainA/2012-01-19 22_05_58.jpg
2012-01-24 17_18_38,A (Summer),train,trainA/2012-01-24 17_18_38.jpg
2012-01-24 22_01_44,A (Summer),train,trainA/2012-01-24 22_01_44.jpg
2012-01-24 23_09_06,A (Summer),train,trainA/2012-01-24 23_09_06.jpg
2012-01-25 20_10_21,B (Winter),test,testB/2012-01-25 20_10_21.jpg
